Country,Date,Year,Type,Area,Location,Activity,Sex ,Age,Injury,Fatal_Y_N,Time,Species ,Month
USA,4/1/2002,2002.0,Unprovoked,Florida,"Lauderdale-By-The-Sea, Broward County",Swimming / Wading,M,29,Upper left arm bitten,N,11h30,0.9 m [3'] shark,04
USA,3/25/2002,2002.0,Unprovoked,Hawaii,"Brenecke Beach, Po'ipu, Kaua'i",Body-boarding,M,17,Left leg severed below knee,N,12h00,Tiger shark,03
USA,3/25/2002,2002.0,Unprovoked,Florida,"Cocoa Beach, Brevard County",Wading,F,11,Foot bitten,N,10h10,  ,03
BRAZIL,3/24/2002,2002.0,Unprovoked,Pernambuco,"Boa Viagem Beach, Recife",Swimming,M,16,"Severe kacerations, FATAL",Y,17h00,,03
USA,3/19/2002,2002.0,Unprovoked,Florida,"Daytona Beach Shores, Volusia County",Swimming /  boogie boarding,M,20,Punctures on left foot and foot ,N,15h45,4' shark,03
USA,3/15/2002,2002.0,Unprovoked,Florida,"Deerfield Beach (near Boca Raton), Broward County",Snorkeling,M,39,Arm bitten,N,Morning,"Nurse shark, 1m ",03
USA,3/15/2002,2002.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,31,Several  puncture wounds on lower right leg,N,10h55,"Spinner shark, 3' to 4' ",03
TURKS & CAICOS,2/23/2002,2002.0,Unprovoked,other,other,Capsized fishing boat,M,0,FATAL,Y,,,02
AUSTRALIA,2/16/2002,2002.0,Unprovoked,Queensland,Sunshine Beach,Surfing,M,30 or 36,Heel / foot bitten,N,09h00 -10h00,"1.5 m [5'] ""whaler shark""",02
FIJI,2/11/2002,2002.0,Unprovoked,Cikobia Island (north of Vanua Levu),other,other,M,15,"FATAL, lower thigh & knee severely lacerated ",Y,20h00,,02
AUSTRALIA,1/30/2002,2002.0,Unprovoked,New South Wales,Just north of Fingal Spit,Surfing,M,20,Bruises & minor cuts,N,20h45 (Sunset),"Tiger shark, 3 m [10']",01
AUSTRALIA,1/30/2002,2002.0,Unprovoked,Western Australia,Collie River ,Swimming,M,32,15 cm wound on inner thigh,N,,,01
SOUTH AFRICA,1/4/2002,2002.0,Unprovoked,KwaZulu-Natal,Durban Harbor,Fishing,M,16,Leg bitten & surgically amputated,N,02h00,Zambesi shark?,01
BRAZIL,1/3/2002,2002.0,Unprovoked,Pernambuco,Candeias,Swimming,UNKNOWN,0,FATAL,Y,,,01
SOUTH AFRICA,1/1/2002,2002.0,Unprovoked,KwaZulu-Natal,Mtunzini,Surf skiing,M,26,Foot & calf bitten,N,Sunset,Unidentified,01
USA,1/1/2002,2002.0,Unprovoked,Hawaii,"Olowalu, Maui",Snorkeling,M,35,Lacerations to buttocks & thigh,N,13h00,"Tiger shark, 1.8 m [6'] ",01
AUSTRALIA,11/23/2001,2001.0,Unprovoked,New South Wales,"Flat Rock Beach, Lennox Head",Surfing,M,49,"No Injury, shark hit board",N,,Bronze whaler shark,11
USA,11/14/2001,2001.0,Unprovoked,Hawaii,"Kapalua, Maui",Surfing,UNKNOWN,0,"No injury, portion of board's lower surface removed",N,17h00,,11
SOUTH AFRICA,10/7/2001,2001.0,Unprovoked,KwaZulu-Natal,Salt Rock ,Kite-Boarding,M,0,No injury,N,,"Mako shark, 2 m [6.75'] ",10
AUSTRALIA,10/2/2001,2001.0,Unprovoked,Queensland,200 miles offshore,Snorkeling,F,20,Lacerations to right forearm & shoulder injured,N,13h00,Bronze whaler shark?,10
MEXICO,9/30/2001,2001.0,Unprovoked,Guerrero,Ixtapa,Body surfing,M,26,Hand injured,N,Late morning,"Tiger shark, 1.8 m [6']",09
USA,9/18/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,"1"" to 2"" cuts on right ankle & foot",N,15h00,,09
USA,9/15/2001,2001.0,Unprovoked,Florida,A quarter mile north of Fort Pierce Inlet,Boogie boarding,M,6½,"2 lacerations on lower back, punctures on buttock",N,15h00,2' to 3.5' shark,09
USA,9/15/2001,2001.0,Unprovoked,North Carolina,"North Topsail Beach, Onslow County",Surfing,M,16,Foot bitten,N,13h45,,09
USA,9/7/2001,2001.0,Unprovoked,Florida,"Key Biscayne, Dade County",Walking in shallows,M,13,Minor injury to left leg,N,18h40,,09
USA,9/3/2001,2001.0,Unprovoked,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Swimming ,M,28,FATAL,Y,18h00,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,09
USA,9/3/2001,2001.0,Unprovoked,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Swimming,F,23,Left buttock & foot  severed,N,18h00,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,09
USA,9/2/2001,2001.0,Unprovoked,Florida,"Mayport Naval Station, Jacksonville, Duval Country",Wading,M,20,Right calf lacerated,N,Afternoon,1.5 m [5'] shark,09
USA,9/1/2001,2001.0,Unprovoked,Virginia,"Sandbridge Beach, Princess Anne County",Swimming ,M,10,"FATAL, thigh bitten ",Y,18h00,bull shark,09
BAHAMAS,8/31/2001,2001.0,Unprovoked,Abaco Islands,North of Grand Cay,Spearfishing,M,44,Torso lacerated,N,13h30,3 m [10'] bull shark,08
USA,8/29/2001,2001.0,Unprovoked,Florida,"Coquina Beach, Anna Maria Island, Manatee County",Standing,F,29,Punctures & lacerations on elbow & forearm,N,13h30,,08
USA,8/27/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Wading,M,69,Heel lacerated,N,16h20,,08
USA,8/26/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Boogie Boarding,M,18,Thigh & foot bitten,N,16h00,,08
USA,8/25/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Boogie Boarding,M,18,Upper left thigh & right foot bitten,N,14h00,,08
USA,8/22/2001,2001.0,Unprovoked,Florida,"Daytona, Volusia County ",Surfing,M,17,Foot lacerated,N,16h20,a small shark,08
USA,8/21/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,27,Thigh lacerated,N,16h00,,08
USA,8/19/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,32,Cuts on right foot,N,13h14,,08
USA,8/19/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,F,17,Lacerations to lower leg,N,13h06,,08
USA,8/19/2001,2001.0,Unprovoked,Florida,"Wilbur-by-the-Sea, Volusia County",Surfing,F,17,Left foot lacerated,N,11h20,,08
USA,8/18/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,Cuts on right foot,N,12h30,Possibly  a blacktip or spinner shark,08
USA,8/18/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Back of left hand gashed,N,12h05,"3' shark, possibly  a blacktip or spinner shark",08
USA,8/18/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Left ankle bitten,N,10h00,"Blacktip shark, 5' to 6' ",08
BAHAMAS,8/16/2001,2001.0,Unprovoked,Grand Bahama Island,"High Rock, 25 to 30 miles east of Freeport",Spearfishing,M,43,Calf bitten,N,16h00,1.9 m [6.5'] bull shark,08
THAILAND,8/12/2001,2001.0,Unprovoked,Rayong Province,Laem Mae Pim Beach,Fell off banana boat,M,21 & ?,Legs bitten,N,,3 m [10'] shark,08
USA,8/5/2001,2001.0,Unprovoked,South Carolina,"Near 70th Avenue, Myrtle Beach, Horry County",other,F,0,Toe bitten,N,,,08
BAHAMAS,8/4/2001,2001.0,Unprovoked,Grand Bahama Island,Freeport,Swimming,M,36,"Leg bitten, later surgically amputated above the knee",N,10h20,,08
USA,7/26/2001,2001.0,Unprovoked,South Carolina,"Myrtle Beach, Horry County",other,F,0,Survived,N,,,07
USA,7/25/2001,2001.0,Unprovoked,Florida,"Taverniier, Monroe County",other,M,0,Minor injury,N,16h00,,07
USA,7/24/2001,2001.0,Unprovoked,Florida,"Marathon , Monroe County",other,F,0,2 bites behind knee,N,,Nurse shark,07
USA,7/15/2001,2001.0,Unprovoked,Florida,"Santa Rosa Island, Escambia County",Surfing,M,48,Left foot & heel lacerated,N,14h30,,07
USA,7/15/2001,2001.0,Unprovoked,Florida,"Amelia Island, Nassau County",Boogie boarding,M,18,Foot lacerated,N,14h30,0.9 m  [3'] shark,07
MEXICO,7/6/2001,2001.0,Unprovoked,Baja California,Ensenada,Surfing,M,42,Foot bitten,N,Evening,,07
USA,7/6/2001,2001.0,Unprovoked,Florida,Gulf Islands National Seashore,Swimming,M,8,"Arm severed, surgically reattached",N,Dusk,"Bull shark, 2.3 m [7.5'] ",07
USA,7/3/2001,2001.0,Unprovoked,South Carolina,"Isle of Palms, Charleston County ",other,UNKNOWN,0,Hand bitten,N,,,07
USA,7/1/2022,2001.0,Unprovoked,Georgia,"Jekyll Island, Glynn County",Floating face-down in knee-deep water,M,35,2-inch cut on dorsum of left foot,N,18h30,,07
USA,6/12/2001,2001.0,Unprovoked,Texas,Padre Island National Seashore,Swimming,M,14,Leg lacerated,N,,1.5 m [5'] shark,06
USA,6/3/2001,2001.0,Unprovoked,South Carolina,"Off 21st Avenue, Isle of Palms, Charleston County",Wading,F,29,3 puncture wounds on each side of her left  hand,N,Shortly before 13h00,2' shark,06
USA,5/29/2001,2001.0,Unprovoked,Texas,Galveston Island,other,M,16,Survived,N,,,05
USA,5/23/2001,2001.0,Unprovoked,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,M,11,Shin lacerated,N,,1.2 m to 1.5 m [4.5' to 5'] shark,05
USA,5/20/2001,2001.0,Unprovoked,South Carolina,"Fripp Island, Beaufort County",Swimming,M,0,5.5-inch laceration on calf,N,19h00,,05
SOUTH AFRICA,5/8/2001,2001.0,Unprovoked,Eastern Cape Province,East London,Surfing,M,26,Leg bitten,N,,"White shark, 2.7 m to 3 m [9' to 10'] ",05
AUSTRALIA,5/4/2001,2001.0,Unprovoked,New South Wales,Noraville,Surfing,M,33 or 37,"Chest lacerated, surfboard bitten",N,17h45,,05
USA,5/3/2001,2001.0,Unprovoked,Florida,"Jacksonville, Duval County",Surfing,M,45,Foot lacerated ,N,19h00,1.2 m to 1.5 m [4' to 5'] shark,05
FIJI,5/1/2022,2001.0,Unprovoked,Taveuni,other,"Spearfishing, carrying his catch",M,0,FATAL,Y,,,05
USA,4/28/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,M,14,4 small lacerations on lower right leg,N,15h49,,04
USA,4/13/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,16,Foot & ankle lacerated,N,11h00,,04
USA,4/13/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,12,Right foot & ankle lacerated,N,10h55,Possibly a juvenile blacktip or spinner shark,04
USA,4/12/2001,2001.0,Unprovoked,Florida,"Waveland Beach, Hutchinson Island, St Lucie County",other,M,mid-30s,Right ankle & lower leg lacerated,N,16h00,,04
USA,4/12/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,38,Foot & ankle lacerated,N,16h45,,04
USA,4/12/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Small cuts on big & pinky toes of left foot,N,16h05,Possibly a juvenile blacktip or spinner shark,04
USA,4/12/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Body boarding,M,12,Foot & ankle lacerated,N,12h34,Possibly a juvenile blacktip or spinner shark,04
USA,4/12/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach / Waveland, Volusia County",Surfing,M,22,Foot lacerated,N,11h53,Possibly a 1.5 m [5'] blacktip or spinner shark,04
USA,4/11/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Minor cuts on right heel & foot,N,0.836111111,Possibly a juvenile blacktip or spinner shark,04
USA,4/11/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach / Waveland, Volusia County",Surfing,M,22,Lacerations to top & bottom of left foot,N,12h46,,04
USA,4/11/2001,2001.0,Unprovoked,Hawaii,"Ewa Beach, O'ahu",Surfing,M,0,Minor punctures & lacerations on left hand ,N,07h00,"1 m shark, possibly whitetip reef shark",04
USA,4/10/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,UNKNOWN,16,Foot lacerated,N,,Possibly a juvenile blacktip or spinner shark,04
SOUTH AFRICA,4/8/2001,2001.0,Unprovoked,Eastern Cape Province,Cape St. Francis,Surfing,M,46,"Thigh, hip & buttock bitten",N,09h30,"White shark, 2.7 m [9'] ",04
USA,4/5/2001,2001.0,Unprovoked,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",Standing alongside surfboard,M,26,Minor lacerations to dorsum of left foot,N,14h45,"""small shark""",04
BRAZIL,02-Ap-2001,2001.0,Unprovoked,Rio Grande de Norte,"Praia de Camapum, Macau",Batin,F,12,Left thigh bitten,N,,,04
AUSTRALIA,4/2/2001,2001.0,Unprovoked,New South Wales,Nambucca River Entrance,Surfing,M,40,Calf bitten,N,10h00,Bronze whaler shark,04
USA,3/23/2001,2001.0,Unprovoked,Hawaii,"Sandy Beach, Oahu",Body-boarding,M,0,"Minor cuts on left hand, body board bitten",N,14h40,,03
USA,3/9/2001,2001.0,Unprovoked,Florida,"Coral Cove Park, Jupiter Island, Martin County",Surfing,M,0,Fingers & hand lacerated,N,,"Spinner shark, 1.2 m to 1.5 m [4' to 5'] ",03
BRAZIL,3/3/2001,2001.0,Unprovoked,Pernambuco,"Boa Viagem Beach, Recife",Swimming,M,20,FATAL,Y,,,03
AUSTRALIA,2/4/2001,2001.0,Unprovoked,New South Wales,Broome Head,Surfing,M,40,Leg bitten,N,16h15,"Bronze whaler shark, 2.5 m [8.25']  k",02
CUBA,1/24/2001,2001.0,Unprovoked,Holquin Province,Off Blau Costa Verde resort,Swimming,F,55,Left arm bitten,N,,2 m [6.75'] shark,01
USA,1/9/2001,2001.0,Unprovoked,California,"Sunset Cliffs, San Diego",Surfing,M,0,"Foot bruised, board dinged",N,,"1.8 m to 2.4 m [6' to 8'] ""black finned shark""",01
AUSTRALIA,12/24/2000,2000.0,Unprovoked,Queensland,Flinders Cay,Scuba diving,M,23,Hand bitten,N,,,12
FIJI,12/12/2000,2000.0,Unprovoked,Taveuni,Garden Island Resort,Swimming back from anchored sailboat,M,47,"FATAL, leg severed ",Y,14h30,6 m [20'] shark,12
CANADA,12/5/2000,2000.0,Unprovoked,New Brunswick,Bay of Fundy,Diving for sea urchins,M,30,No injury,N,,"Porbeagle shark, 3 m [10']rk",12
AUSTRALIA,12/3/2000,2000.0,Unprovoked,Queensland,"Sykes Reef, Great Barrier Reef",Spearfishing,M,38,Left elbow and forearm bitten,N,09h30,"Bronze whaler shark, 2.5 m [8.25'] ",12
NEW ZEALAND,12/1/2000,2000.0,Unprovoked,Cook Islands,"Arorangi, Rarotonga",Surfing,F,0,FATAL,Y,,,12
AUSTRALIA,11/21/2000,2000.0,Unprovoked,Queensland,Orpheus Island,Diving (shell maintenance),M,28,"No injury, wetsuit & swimfin torn",N,,"Tiger shark, 4 m ",11
USA,11/17/2000,2000.0,Unprovoked,Florida,"Bonita Springs, Lee County",Swimming,M,73,Right calf lacerated,N,12h00,1.2 m to 1.8 m [4' to 6'] shark,11
AUSTRALIA,11/6/2000,2000.0,Unprovoked,Western Australia,"Cottesloe Beach, Perth",Swimming,M,52,Leg & feet lacerated,N,06h30,"White shark, 4.9 m [16'] ",11
AUSTRALIA,11/6/2000,2000.0,Unprovoked,Western Australia,"Cottesloe Beach, Perth",Swimming,M,49,"FATAL, torso bitten, leg severed ",Y,06h30,"White shark, 5 m [16.5'] ",11
USA,11/4/2000,2000.0,Unprovoked,California,"1/4 to 1/2 m north of the jetty at Bunkers, Eureka, Humboldt County",Surfing,M,27,Both thighs bitten,N,16h30,"White shark, 2.4 m to 3 m [8' to 10'] ",11
USA,10/20/2000,2000.0,Unprovoked,Florida,"Fort Pierce Inlet State Park, St Lucie County",Surfing,M,23,Leg lacerated,N,18h00,,10
USA,10/18/2000,2000.0,Unprovoked,Hawaii,Olowalu,Swimming / snorkeling,F,56,Right side of back / torso lacerated,N,11h20,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",10
USA,10/14/2000,2000.0,Unprovoked,Florida,"South Beach, Sebastian, Indian River County",Swimming,M,69,Right hand lacerated,N,15h30,,10
USA,10/9/2000,2000.0,Unprovoked,Florida,"Lake Worth Inlet/West Palm Beach, Palm Beach County",Surfing,M,17,Foot lacerated,N,Morning,2.1 to 2.4 m [7' to 8'] shark,10
USA,10/6/2000,2000.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,23,Fingers lacerated,N,14h30,"Blacktip shark, 2' ",10
USA,10/6/2000,2000.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Body surfing,M,11,Right foot & heel lacerated,N,12h48,,10
USA,10/2/2000,2000.0,Unprovoked,North Carolina,"Wrightsville Beach, New Hanover County",Surfing,M,24,Upper left arm lacerated,N,16h30,,10
USA,9/29/2000,2000.0,Unprovoked,California,"Mavericks, Half Moon Bay, San Mateo County",Sitting on surfboard,M,0,No injury,N,09h00,"White shark, 4.3 m [14']",09
AUSTRALIA,9/25/2000,2000.0,Unprovoked,South Australia,"Black Point, Eyre Peninsula",Surfing,M,17,FATAL,Y,13h00,White shark,09
AUSTRALIA,9/24/2000,2000.0,Unprovoked,South Australia,Cactus Beach near Penong,Surfing,M,25,FATAL,Y,07h30,"White shark, 4 m to 5 m [13' to 16.5'] ",09
OKINAWA,9/16/2000,2000.0,Unprovoked,Miyako Island,Sunayama Beach,Surfing,M,31, FATAL,Y,17h00,"White shark, 2.5 m ",09
USA,9/16/2000,2000.0,Unprovoked,South Carolina,"Isle of Palms, Charleston County",other,UNKNOWN,0,Non-fatal,N,,,09
USA,9/15/2000,2000.0,Unprovoked,Florida,"Fort Pierce Inlet, St Lucie County",Standing / surfing,M,49,Right lower leg & ankle lacerated,N,18h00,,09
USA,9/12/2000,2000.0,Unprovoked,Florida,"Sebastian Inlet, Indian River or Brevard County",Surfing,F,26,Puncture wounds on knee,N,12h00,,09
USA,9/11/2000,2000.0,Unprovoked,Florida,"Daytona Beach Shores, Volusia County",Swimming / Body surfing,M,25,Finger lacerated,N,13h20,60 cm to 90 cm [2' to 3'] shark,09
USA,9/10/2000,2000.0,Unprovoked,Florida,"Vero Beach, Indian River County",Swimming,M,8,Minor injury to arm and hand,N,17h42,,09
SOUTH AFRICA,9/10/2000,2000.0,Unprovoked,Western Cape Province,Dyer Island,Free diving,M,48,Swim fin bitten,N,11h00,"White shark, 3.5 m [11.5']  male ",09
TANZANIA,9/8/2000,2000.0,Unprovoked,other,"Coco Beach, Dar-es-Salaam (Reported as the 5th fatality in 3 months at Coco Beach)",Swimming,M,28,FATAL,Y,,Thought to involve a Zambesi shark,09
USA,9/8/2000,2000.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Wading,M,40,Left foot lacerated ,N,11h45,1.5 m [5'] shark,09
REUNION,9/8/2000,2000.0,Unprovoked,Saint-Pierre,Pic du Diable ,Surfing,M,27,Left arm bitten,N,18h05,"Tiger shark, 3 m [10'] ",09
TANZANIA,Early Sep-2000,2000.0,Unprovoked,other,"Coco Beach, Dar-es-Salaam",Swimming,UNKNOWN,0,FATAL,Y,,Thought to involve a Zambesi shark,09
USA,8/31/2000,2000.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Swimming,M,47,Punctures & lacerations on right foot,N,12h35,A 2' shark was seen in the area by witnesses,08
USA,8/30/2000,2000.0,Unprovoked,Florida,"Boca Ciega Bay, Tampa, Pinellas County",Jumped into the water,M,69,FATAL,Y,16h00,"Thought to involve a 2.7 m [9'], 400-lb bull shark",08
USA,8/21/2000,2000.0,Unprovoked,North Carolina,"Bouges Bank, Emerald Isle, Carteret County",Swimming out to porpoises ,M,0,"Severe gash to left hand above wrist, almost severing hand",N,,,08
USA,8/15/2000,2000.0,Unprovoked,Hawaii,"Kanaha Beach, Maui","Windsurfing, but sitting on his board",M,53,Left calf lacerated,N,11h50,"Tiger shark, 3.7 m to 4.5 m [12' to 14'9""]  ",08
USA,8/13/2000,2000.0,Unprovoked,Florida,"South Jacksonville Beach, Duval County",Surfing / Wading,M,27,Minor lacerations to the dorsum of the right foot,N,16h30,juvenile shark,08
USA,8/12/2000,2000.0,Unprovoked,Florida,"St. Augustine, St. Johns County",Standing,F,44,Severely bitten on lower leg ,N,16h45,"Blacktip shark, 2.4 m to 3 m [8' to 10'] ",08
TANZANIA,8/1/2000,2000.0,Unprovoked,other,"Coco Beach, Dar-es-Salaam",Swimming,UNKNOWN,0,FATAL,Y,,Thought to involve a Zambesi shark,08
USA,7/25/2000,2000.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",other,M,5,Minor laceration on left leg,N,,,07
USA,7/22/2000,2000.0,Unprovoked,Florida,"Big Pine Key, Monroe County ",Snorkeling,F,45,Leg pinched,N,,"Nurse shark, 1.5 m [5']",07
USA,7/17/2000,2000.0,Unprovoked,North Carolina,"Oceanic Pier, Wrightsville Beach, New Hanover County",Surfing,M,16,Foot lacerated,N,,,07
USA,7/16/2000,2000.0,Unprovoked,North Carolina,"Holden Beach, Brunswick County",Surfing,M,14,Minor lacerations on foot,N,,1.8 m [6'] grey-colored shark,07
SOUTH AFRICA,7/16/2000,2000.0,Unprovoked,Eastern Cape Province,"Nahoon, East London",Surfing,M,15,Hand lacerated,N,,,07
SOUTH AFRICA,7/15/2000,2000.0,Unprovoked,Eastern Cape Province,Cape Recife,Surfing,M,18,"No injury, flung off board",N,,,07
SOUTH AFRICA,7/15/2000,2000.0,Unprovoked,KwaZulu-Natal,South of Durban,Surfing,M,0,No Injury,N,After Dusk,,07
TONGA,7/12/2000,2000.0,Unprovoked,Minerva Reef,Treated at Nuku-alofa,Scuba diving,M,69,Left arm bitten,N,,"Grey reef shark, 2 m [6.75'] ",07
USA,7/10/2000,2000.0,Unprovoked,Florida,"Daytona  Beach, Volusia County",Wading,M,13,Minor laceration & 3 punctures to right foot,N,15h45,,07
USA,7/9/2000,2000.0,Unprovoked,Florida,"Neptune Avenue, Ormond Beach, Volusia County",Swimming ,M,41,Knee & calf lacerated,N,18h00,,07
USA,7/7/2000,2000.0,Unprovoked,Texas,"Mustang Island, Corpus Christi",Jumping,M,5,Ankle & foot lacerated,N,,"Lemon shark, 2.1  m to 2.4 m [7' to 8'] ",07
USA,7/6/2000,2000.0,Unprovoked,North Carolina,"Pine Island, Corolla, Currituck County",Playing,F,12,Calf lacerated,N,16h30,"Tiger shark, 0.9 m to 1.5 m [3' to 5'] ?",07
USA,7/4/2000,2000.0,Unprovoked,Florida,"Daytona Beach, Volusia County",Wading,F,20,Left inner thigh,N,18h00,,07
USA,7/4/2000,2000.0,Unprovoked,Florida,"Artifical reef 3 miles off Manatee Beach, Manatee County","Spearfishing, holding mesh bag with speared fish",F,55,Lower right calf lacerated,N,12h00,"Nurse shark, 1.2 m [4'] ",07
USA,7/2/2000,2000.0,Unprovoked,Florida,"Smyrna Dunes  Park, New Smyrna Beach, Volusia County",Wading,F,13,Left calf & hand lacerated,N,17h00,0.9 m [3'] shark,07
USA,7/2/2000,2000.0,Unprovoked,Florida,"Smyrna Dunes Park, New Smyrna Beach, Volusia County",Standing,F,19,Left thigh lacerated,N,14h45,"0.9 m [3'] shark,  probably a blacktip or spinner shark",07
TANZANIA,7/1/2000,2000.0,Unprovoked,other,"Coco Beach, Dar-es-Salaam",Swimming,UNKNOWN,0,FATAL,Y,,Thought to involve a Zambesi shark,07
PAPUA NEW GUINEA,6/30/2000,2000.0,Unprovoked,Madang Province,"Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby",other,M,0,FATAL,Y,,,06
USA,6/19/2000,2000.0,Unprovoked,Florida,"Seminole Avenue, Ormond Beach, Volusia County",Standing,M,52,Right ankle lacerated,N,07h50,,06
USA,6/10/2000,2000.0,Unprovoked,Texas,"J.P. Luby Surf Park, Corpus Christi",Surfing,M,17,Foot lacerated,N,16h00,"Blacktip shark, 1.2 m to 1.8 m [4' to 6'] ",06
USA,6/9/2000,2000.0,Unprovoked,Alabama,"Gulf Shores, Baldwin County",Swimming,M,55,Puncture wounds on right hip and arm,N,06h45,Bull shark?,06
